Label;Literal;Instructions;Response;Parent_Type;Parent_Name;Branch;Position;min_responses;max_responses
qi_HMTELCHKUK;Please enter your home telephone number (if you have one). First select either UK or non-UK phone number below.;;cs_qHMTELCHKUK;CcSequence;MCS Contact information – Contact information block;1;20;1;1
qi_HOMETELUK_N;Please enter your home telephone number including area code. UK phone numbers start with 0 and are 10 or 11 digits;;cs_qHOMETELUK_N;CcSequence;MCS Contact information – Contact information block;1;21;1;1
qi_HOMETELUKSC;You have said {ANSWER AT HOMETELUK_N} is your home telephone number. If this is correct, select 'Continue'. Otherwise please go back and amend your answer.;;cs_qHOMETELUKSC;CcSequence;MCS Contact information – Contact information block;1;22;1;1
qi_HOMETELNUK_N;"Please enter your home telephone number including area code. For international numbers enter 00 at the start instead of ""+"". Your phone number should not have more than 15 digits.";;cs_qHOMETELNUK_N;CcSequence;MCS Contact information – Contact information block;1;23;1;1
qi_HOMETELNUKSC;You have said {ANSWER AT HOMETELNUK_N} is your home telephone number. If this is correct, select 'Continue'. Otherwise please go back and amend your answer.;;cs_qHOMETELNUKSC;CcSequence;MCS Contact information – Contact information block;1;24;1;1
qi_MOBTELCHK;The mobile telephone number we hold for you is: {#FFMOBILETEL} Is that correct?;;cs_qMOBTELCHK;CcSequence;MCS Contact information – Contact information block;1;25;1;1
qi_MOBTELCHKUK;Please enter your mobile telephone number (if you have one). First select either UK or non-UK phone number below.;;cs_qMOBTELCHKUK;CcSequence;MCS Contact information – Contact information block;1;26;1;1
qi_MOBTELUK_N;Please enter your mobile number. UK phone numbers start with 0 and are 10 or 11 digits;;cs_qMOBTELUK_N;CcSequence;MCS Contact information – Contact information block;1;27;1;1
qi_MOBTELUKSC;You have said {ANSWER AT MOBTELUK_N} is your mobile telephone number. If this is correct, select 'Continue'. Otherwise please go back and amend your answer.;;cs_qMOBTELUKSC;CcSequence;MCS Contact information – Contact information block;1;28;1;1
qi_MOBTELNUK_N;"Please enter your mobile number. For international numbers enter 00 at the start instead of ""+"". Your phone number should not have more than 15 digits.";;cs_qMOBTELNUK_N;CcSequence;MCS Contact information – Contact information block;1;29;1;1
qi_MOBTELNUKSC;You have said {ANSWER AT MOBTELNUK_N} is your telephone number. If this is correct, select 'Continue'. Otherwise please go back and amend your answer.;;cs_qMOBTELNUKSC;CcSequence;MCS Contact information – Contact information block;1;30;1;1
qi_WORKTELCHK;The work telephone number we hold for you is: {#FFWORKTEL} Is that correct?;;cs_qWORKTELCHK;CcSequence;MCS Contact information – Contact information block;1;31;1;1
qi_WRKTELCHKUK;What is your work telephone number (if you have one)? We will only ever contact you about Child of the New century. First select either UK or non-UK phone number below.;;cs_qWRKTELCHKUK;CcSequence;MCS Contact information – Contact information block;1;32;1;1
qi_WRKTELUK_N;Please enter your work number including area code. UK phone numbers start with 0 and are 10 or 11 digits;;cs_qWRKTELUK_N;CcSequence;MCS Contact information – Contact information block;1;33;1;1
qi_WRKTELUKSC;You have said {ANSWER AT WRKTELUK_N} is your work telephone number. If this is correct, select 'Continue'. Otherwise please go back and amend your answer.;;cs_qWRKTELUKSC;CcSequence;MCS Contact information – Contact information block;1;34;1;1
qi_WRKTELNUK_N;"Please enter your work telephone number including area code. For international numbers enter 00 at the start instead of ""+"". Your phone number should not have more than 15 digits.";;cs_qWRKTELNUK_N;CcSequence;MCS Contact information – Contact information block;1;35;1;1
qi_WRKTELNUKSC;You have said {ANSWER AT WRKTELNUK_N} is your telephone number. If this is correct, select 'Continue'. Otherwise please go back and amend your answer.;;cs_qWRKTELNUKSC;CcSequence;MCS Contact information – Contact information block;1;36;1;1
qi_CCST1N;Is there someone else (other than your parents) who we could contact if you were to move so that we could find out where you are? We will only ever contact them if we are trying to contact you about Child of the New Century. We will never pass on their contact details to anyone else.;;cs_qCCST1N;CcSequence;MCS Contact information – Contact information block;1;37;1;1
qi_SC1_GR;What is their full name - title, first name, middle name and surname?;;cs_qSC1_GR;CcSequence;MCS Contact information – Contact information block;1;38;1;1
qi_SC1T;Title;;cs_qSC1T;CcSequence;MCS Contact information – Contact information block;1;39;1;1
qi_SC1FN;First name;;cs_qSC1FN;CcSequence;MCS Contact information – Contact information block;1;40;1;1
qi_SC1MN;Middle name;;cs_qSC1MN;CcSequence;MCS Contact information – Contact information block;1;41;1;1
qi_SC1SN;Surename;;cs_qSC1SN;CcSequence;MCS Contact information – Contact information block;1;42;1;1
qi_SC1RELA;How is this person related to you?;;cs_qSC1RELA;CcSequence;MCS Contact information – Contact information block;1;43;1;1
qi_SC1RELOR;Please describe other relative;;cs_qSC1RELOR;CcSequence;MCS Contact information – Contact information block;1;44;1;1
qi_SC1RELOR_SFT_CHCK_1;This is a short answer, if you would like to add more information you can go back, otherwise please click 'Continue;;cs_qSC1RELOR_SFT_CHCK_1;CcSequence;MCS Contact information – Contact information block;1;45;1;1
qi_SC1RELOTH;Please describe other relationship;;cs_qSC1RELOTH;CcSequence;MCS Contact information – Contact information block;1;46;1;1
qi_SC1RELOR_SFT_CHCK_2;This is a short answer, if you would like to add more information you can go back, otherwise please click 'Continue;;cs_qSC1RELOR_SFT_CHCK_2;CcSequence;MCS Contact information – Contact information block;1;47;1;1
qi_SC1A_GR;What is their full address?;;cs_qSC1A_GR;CcSequence;MCS Contact information – Contact information block;1;48;1;1
qi_SC1A1;Address line 1;;cs_qSC1A1;CcSequence;MCS Contact information – Contact information block;1;49;1;1
qi_SC1A2;Address line 2;;cs_qSC1A2;CcSequence;MCS Contact information – Contact information block;1;50;1;1
qi_SC1A3;Address line 3;;cs_qSC1A3;CcSequence;MCS Contact information – Contact information block;1;51;1;1
qi_SC1A4;Town;;cs_qSC1A4;CcSequence;MCS Contact information – Contact information block;1;52;1;1
qi_SC1A5;County;;cs_qSC1A5;CcSequence;MCS Contact information – Contact information block;1;53;1;1
qi_SC1PC;Postcode;;cs_qSC1PC;CcSequence;MCS Contact information – Contact information block;1;54;1;1
qi_SC1COUNTRY;Country;;cs_qSC1COUNTRY;CcSequence;MCS Contact information – Contact information block;1;55;1;1
qi_SC1A_SC;You have said {ANSWER AT SC1PC} is your postcode. If this is correct, select 'Continue'. Otherwise please go back and amend your answer.;;cs_qSC1A_SC;CcSequence;MCS Contact information – Contact information block;1;56;1;1
qi_SCTEL1N;Please enter their telephone number (if they have one). First select either UK or non-UK phone number below.;;cs_qSCTEL1N;CcSequence;MCS Contact information – Contact information block;1;57;1;1
qi_SCTEL1NUK_N;Please enter their telephone number including area code. UK phone numbers start with 0 and are 10 or 11 digits.;;cs_qSCTEL1NUK_N;CcSequence;MCS Contact information – Contact information block;1;58;1;1
qi_SCTEL1NUKSC;You have said {ANSWER AT SCTEL1NUK_N} is their telephone number. If this is correct, select 'Continue'. Otherwise please go back and amend your answer.;;cs_qSCTEL1NUKSC;CcSequence;MCS Contact information – Contact information block;1;59;1;1
qi_SCTEL1NNUK_N;"Please enter their telephone number including area code. For international numbers enter 00 at the start instead of ""+"". Your phone number should not have more than 15 digits.";;cs_qSCTEL1NNUK_N;CcSequence;MCS Contact information – Contact information block;1;60;1;1
qi_SCTEL1NNUKSC;You have said {ANSWER AT SCTEL1NNUK_N} is their telephone number. If this is correct, select 'Continue'. Otherwise please go back and amend your answer.;;cs_qSCTEL1NNUKSC;CcSequence;MCS Contact information – Contact information block;1;61;1;1
qi_SCTEL2N;Please enter their second telephone number (if they have one). First select either UK or non-UK phone number below.;;cs_qSCTEL2N;CcSequence;MCS Contact information – Contact information block;1;62;1;1
qi_SCTEL2NUK_N;Please enter their telephone number including area code. UK phone numbers start with 0 and are 10 or 11 digits.;;cs_qSCTEL2NUK_N;CcSequence;MCS Contact information – Contact information block;1;63;1;1
qi_SCTEL2NUKSC;You have said {#SCTEL2NUK_N} is their telephone number. If this is correct, select 'Continue'. Otherwise please go back and amend your answer.;;cs_qSCTEL2NUKSC;CcSequence;MCS Contact information – Contact information block;1;64;1;1
qi_SCTEL2NNUK_N;"Please enter their telephone number including area code. For international numbers enter 00 at the start instead of ""+"". Your phone number should not have more than 15 digits.";;cs_qSCTEL2NNUK_N;CcSequence;MCS Contact information – Contact information block;1;65;1;1
qi_SCTEL2NNUKSC;You have said {ANSWER AT SCTEL2NNUK_N} is your telephone number. If this is correct, select 'Continue'. Otherwise please go back and amend your answer.;;cs_qSCTEL2NNUKSC;CcSequence;MCS Contact information – Contact information block;1;66;1;1
qi_SC1TEMAN;What is their e-mail address (if they have one)? We will only ever contact them if we are trying to contact you. We will never pass on their e-mail address to anyone else.;;cs_qSC1TEMAN;CcSequence;MCS Contact information – Contact information block;1;67;1;1
qi_SC1TEMANSC;You have said {ANSWER AT SC1TEMAN} is their e-mail address. If this is correct, select 'Continue'. Otherwise please go back and amend your answer.;;cs_qSC1TEMANSC;CcSequence;MCS Contact information – Contact information block;1;68;1;1
qi_SCREM;Thank you – please could you tell this person that you have provided us with their contact details and make sure they are willing for someone to contact them if we cannot reach you. If they request that we do not contact them or they do not want us to hold their contact details, please let us know. Our contact details are on our website: childnc.info/contact.;;cs_qSCREM;CcSequence;MCS Contact information – Contact information block;1;69;1;1
qi_TWITR;We would like to collect some information from you about your social media accounts that may allow us to get in touch with you in the future, in case you move from the address we have on record for you. We will only use your social media accounts as a way to get in contact with you about the study. We will contact you privately (e.g. via direct messages), so nobody else will know you are in the study. Your social media account information will not be shared with anyone outside of the study team. Are you willing to tell us the username of your personal Twitter account, so that we can use it to contact you in the future?;;cs_qTWITR;CcSequence;MCS Contact information – Contact information block;1;70;1;1
qi_TWITRNM;"What is your Twitter username (e.g. @childnc)? To find your Twitter username from a web browser, go to www.twitter.com, log in, and your username will be displayed in the side panel on the left hand side of the screen, starting with the ""@"" symbol. From the Twitter app, click on your profile icon and your username will be displayed in the side panel on the left hand side of the screen, starting with the ""@"" symbol.";;cs_qTWITRNM;CcSequence;MCS Contact information – Contact information block;1;71;1;1
qi_TWTR_SFT_CHK;You've put {#TWITRNM} as your Twitter username, is this correct?;;cs_qTWTR_SFT_CHK;CcSequence;MCS Contact information – Contact information block;1;72;1;1
qi_TWITRCHK;To ensure we have your correct Twitter username please could you re-enter your Twitter username again.;;cs_qTWITRCHK;CcSequence;MCS Contact information – Contact information block;1;73;1;1
qi_TWITRCHKSC;Your Twitter usernames do not match. Please go back and amend your answers.;;cs_qTWITRCHKSC;CcSequence;MCS Contact information – Contact information block;1;74;1;1
qi_FACEBK;Are you willing to tell us the username of your personal Facebook account, so that we can use it to contact you in the future?;;cs_qFACEBK;CcSequence;MCS Contact information – Contact information block;1;75;1;1
qi_FACEBKNM;"What is your Facebook username (e.g. childnc)? To find your Facebook username from a web browser, go to www.facebook.com, log in, click on your profile icon at the top right hand side of the screen, then copy the text that appears after ""https://www.facebook.com/"" in the URL bar. From the Facebook app, go to your profile, click on the ""settings"" icon, which you can find by clicking on the 3 dots (...) , and your username will be displayed in the box titled ""Your profile link"".";;cs_qFACEBKNM;CcSequence;MCS Contact information – Contact information block;1;76;1;1
qi_FACEBKNM_SFT_CHK;You've put {#FACEBKNM} as your Facebook username, is this correct?;;cs_qFACEBKNM_SFT_CHK;CcSequence;MCS Contact information – Contact information block;1;77;1;1
qi_FACEBKCHK;To ensure we have your correct Facebook username please could you reenter your Facebook username again.;;cs_qFACEBKCHK;CcSequence;MCS Contact information – Contact information block;1;78;1;1
qi_FACEBKCHKSC;Your Facebook usernames do not match. Please go back and amend your answers.;;cs_qFACEBKCHKSC;CcSequence;MCS Contact information – Contact information block;1;79;1;1
qi_INSTAGRM;Are you willing to tell us the username of your personal Instagram account, so that we can use it to contact you in the future?;;cs_qINSTAGRM;CcSequence;MCS Contact information – Contact information block;1;80;1;1
qi_INSTAGRMNM;What is your Instagram username (e.g. nextstepsstudy)? To find your Instagram username in the app, click on your profile icon at the bottom right hand side of the screen, and your username will then be displayed at the top middle of the screen.;;cs_qINSTAGRMNM;CcSequence;MCS Contact information – Contact information block;1;81;1;1
qi_INSTAGRMNM_SFT_CHK;You've put {#INSTAGRMNM} as your Instagram username, is this correct?;;cs_qINSTAGRMNM_SFT_CHK;CcSequence;MCS Contact information – Contact information block;1;82;1;1
qi_INSTAGRMCHK;To ensure we have your correct Instagram username please could you reenter your Instagram username again.;;cs_qINSTAGRMCHK;CcSequence;MCS Contact information – Contact information block;1;83;1;1
qi_INSTAGRMCHKSC;Your Instagram usernames do not match. Please go back and amend your answers.;;cs_qINSTAGRMCHKSC;CcSequence;MCS Contact information – Contact information block;1;84;1;1
qi_COVIDAPP;Finally, in the last COVID-19 Survey we asked if you could download the COVID-19 Symptoms Tracker app on your mobile device and use it to record your symptoms. Have you downloaded and used the app?;;cs_qCOVIDAPP;CcSequence;Outro – Outro block_ii;1;1;1;1
qi_COVIDAPP2;"Thank you. Please continue to use the app to record your symptoms. Doing so will help researchers understand the spread of the virus and identify high risk areas in the UK. We have teamed up with the organisations running the COVID-19 symptom tracker, designed by Kings College London, to allow the results from the symptoms tracker app to be combined with the information held by {IF COHORTID=1: NCDS; IF COHORTID=2: BCS70;";;cs_qCOVIDAPP2;CcSequence;Outro – Outro block_ii;1;2;1;1
qi_BCSAPP_N;{IF FFCOVIDW1=1: It is not too late to download the app so please do so if you are able.} {IF FFCOVIDW1=2: Finally – we’d like to ask you to download a COVID-19 Symptoms Tracker app onto your smarthphone.} Many people are recording symptoms of COVID-19 using specially designed symptom tracker apps. These are helping researchers to understand the spread of the virus, by recording which symptoms are most common, and identifying high risk areas in the UK. As a member of BCS70 you can play a special role. We have teamed up with the organisations running the COVID-19 symptom tracker, designed by Kings College London, to allow the results from the symptoms tracker app to be combined with the information held by BCS70. All you need to do is to download the app on your mobile device, and record your symptoms every day. If you have already been recording your symptoms using this app, the symptoms you have already recorded can also be linked. If you are completing the survey on a mobile device please click HERE to download the app. You can also find the link to download the symptoms tracker app on our study WEBSITE. You can download the symptoms tracker and start recording your symptoms at any time. If you DO NOT wish your information held by BCS70 to be linked to information collected by the COVID-19 symptom tracker app please tick the first box below. Otherwise, select ‘Continue’. For further information about how your symptoms tracker data will be securely linked, and how it will be used for research, please see our FAQs, here. You can also opt out of linking your BCS70 information to the symptoms tracker at any time by calling us for free on 0800 0355761 or email us at bcs70@ucl.ac.uk.;;cs_qBCSAPP_N;CcSequence;Outro – Outro block_ii;1;3;1;1
qi_NSAPP_N;{IF FFCOVIDW1=1: It is not too late to download the app so please do so if you are able.} {IF FFCOVIDW1=2: Finally – we’d like to ask you to download a COVID-19 Symptoms Tracker app onto your smarthphone.} Many people are recording symptoms of COVID-19 using specially designed symptom tracker apps. These are helping researchers to understand the spread of the virus, by recording which symptoms are most common, and identifying high risk areas in the UK. As a member of Next Steps you can play a special role. We have teamed up with the organisations running the COVID-19 symptom tracker, designed by Kings College London, to allow the results from the symptoms tracker app to be combined with the information held by Next Steps. All you need to do is to download the app on your mobile device, and record your symptoms every day. If you have already been recording your symptoms using this app, the symptoms you have already recorded can also be linked. If you are completing the survey on a mobile device please click HERE to download the app. You can also find the link to download the symptoms tracker app on our study WEBSITE. You can download the symptoms tracker and start recording your symptoms at any time. If you DO NOT wish your information held by Next Steps to be linked to information collected by the COVID-19 symptom tracker app please tick the first box below. Otherwise, select 'Continue' to receive your voucher for taking part. For further information about how your symptoms tracker data will be securely linked, and how it will be used for research, please see our FAQs, here. You can also opt out of linking your Next Steps information to the symptoms tracker at any time by calling us for free on 0800 977 4566 or email us at nextsteps@ucl.ac.uk.;;cs_qNSAPP_N;CcSequence;Outro – Outro block_ii;1;4;1;1
qi_MCSAPP_N;{IF FFCOVIDW1=1: It is not too late to download the app so please do so if you are able.} {IF FFCOVIDW1=2: Finally – we’d like to ask you to download a COVID-19 Symptoms Tracker app onto your smarthphone.} Many people are recording symptoms of COVID-19 using specially designed symptom tracker apps. These are helping researchers to understand the spread of the virus, by recording which symptoms are most common, and identifying high risk areas in the UK. As a member of Child of the New Century you can play a special role. We have teamed up with the organisations running the COVID-19 symptom tracker, designed by Kings College London, to allow the results from the symptoms tracker app to be combined with the information held by Child of the New Century.All you need to do is to download the app on your mobile device, and record your symptoms every day. If you have already been recording your symptoms using this app, the symptoms you have already recorded can also be linked. If you are completing the survey on a mobile device please click HERE to download the app. You can also find the link to download the symptoms tracker app on our study WEBSITE. You can download the symptoms tracker and start recording your symptoms at any time. If you DO NOT wish your information held by Child of the New Century to be linked to information collected by the COVID-19 symptom tracker app please tick the first box below. Otherwise, select ‘Continue’. For further information about how your symptoms tracker data will be securely linked, and how it will be used for research, please see our FAQs, here. You can also opt out of linking your Child of the New Century information to the symptoms tracker at any time by calling us for free on 0800 0921250 or email us at childnc@ucl.ac.uk.;;cs_qMCSAPP_N;CcSequence;Outro – Outro block_ii;1;5;1;1
qi_NHSDAPP_N;{IF FFCOVIDW1=1: It is not too late to download the app so please do so if you are able.} {IF FFCOVIDW1=2: Finally – we’d like to ask you to download a COVID-19 Symptoms Tracker app onto your smarthphone.} Many people are recording symptoms of COVID-19 using specially designed symptom tracker apps. These are helping researchers to understand the spread of the virus, by recording which symptoms are most common, and identifying high risk areas in the UK. As a member of the National Survey of Health and Development you can play a special role. We have teamed up with the organisations running the COVID-19 symptom tracker, designed by Kings College London, to allow the results from the symptoms tracker app to be combined with the information held by NSHD. All you need to do is to download the app on your mobile device, and record your symptoms every day. If you have already been recording your symptoms using this app, the symptoms you have already recorded can also be linked. If you are completing the survey on a mobile device please click HERE to download the app. You can also find the link to download the symptoms tracker app on our study WEBSITE. You can download the symptoms tracker and start recording your symptoms at any time. If you DO NOT wish your information held by NSHD to be linked to information collected by the COVID-19 symptom tracker app please tick the first box below. Otherwise, select ‘Continue’. For further information about how your symptoms tracker data will be securely linked, and how it will be used for research, please see our FAQs, here. You can also opt out of linking your NSHD information to the symptoms tracker at any time by calling us for free on 0800 952 0249 or email us at mrclha.enquiries@ucl.ac.uk.;;cs_qNHSDAPP_N;CcSequence;Outro – Outro block_ii;1;6;1;1
