Label;Code_Order;Code_Value;Category
cs_YYS17;2;2;Most of my teachers
cs_YYS17;3;3;Some of my teachers
cs_YYS17;4;4;Hardly any of my teachers
cs_YYS17;5;5;None of my teachers
cs_YYS18;1;1;All of my teachers
cs_YYS18;2;2;Most of my teachers
cs_YYS18;3;3;Some of my teachers
cs_YYS18;4;4;Hardly any of my teachers
cs_YYS18;5;5;None of my teachers
cs_YYS19;1;1;All of my teachers
cs_YYS19;2;2;Most of my teachers
cs_YYS19;3;3;Some of my teachers
cs_YYS19;4;4;Hardly any of my teachers
cs_YYS19;5;5;None of my teachers
cs_YYS20;1;1;Try hard to make me work as well as I am able
cs_YYS20;2;2;Are fairly easily satisfied
cs_YYS20;3;3;Don't seem to care whether I work or not
cs_YYS21;1;1;Always mark my work
cs_YYS21;2;2;Usually mark my work
cs_YYS21;3;3;Hardly ever mark my work
cs_YYS22;1;1;Very good
cs_YYS22;2;2;Above average
cs_YYS22;3;3;Average
cs_YYS22;4;4;Below average
cs_YYS22;5;5;Not at all good
cs_YYS23;1;1;Very good
cs_YYS23;2;2;above average
cs_YYS23;3;3;Average
cs_YYS23;4;4;Below average
cs_YYS23;5;5;Not at all good
cs_MGetOn;1;1;Very well
cs_MGetOn;2;2;Fairly well
cs_MGetOn;3;3;Fairly badly
cs_MGetOn;4;4;Very badly
cs_MGetOn;5;5;I don't see her
cs_MGetOn;8;8;Don't know
cs_MGetOn;9;9;Don't want to answer
cs_FGetOn;1;1;Very well
cs_FGetOn;2;2;Fairly well
cs_FGetOn;3;3;Fairly badly
cs_FGetOn;4;4;Very badly
cs_FGetOn;5;5;I don't see him
cs_FGetOn;8;8;Don't know
cs_FGetOn;9;9;Don't want to answer
cs_MQuarre;1;1;Most days
cs_MQuarre;2;2;More than once a week
cs_MQuarre;3;3;Less than once a week
cs_MQuarre;4;4;Hardly ever
cs_MQuarre;5;5;Never / Not at all
cs_MQuarre;8;8;Don't know
cs_MQuarre;9;9;Don't want to answer
cs_FQuarre;1;1;Most days
cs_FQuarre;2;2;More than once a week
cs_FQuarre;3;3;Less than once a week
cs_FQuarre;4;4;Hardly ever
cs_FQuarre;5;5;Never / Not at all
cs_FQuarre;8;8;Don't know
cs_FQuarre;9;9;Don't want to answer
cs_TalkMum;1;1;Most days
cs_TalkMum;2;2;More than once a week
cs_TalkMum;3;3;Less than once a week
cs_TalkMum;4;4;Hardly ever
cs_TalkMum;5;5;Never / Not at all
cs_TalkMum;8;8;Don't know
cs_TalkMum;9;9;Don't want to answer
cs_TalkDad;1;1;Most days
cs_TalkDad;2;2;More than once a week
cs_TalkDad;3;3;Less than once a week
cs_TalkDad;4;4;Hardly ever
cs_TalkDad;5;5;Never / Not at all
cs_TalkDad;8;8;Don't know
cs_TalkDad;1;1;Don't want to answer
cs_MothDec;1;1;Not true
cs_MothDec;2;2;Somewhat true
cs_MothDec;3;3;Certainly true
cs_MothDec;4;4;Don't know
cs_MothDec;5;5;Don't want to answer
cs_FathDec;1;1;Not true
cs_FathDec;2;2;Somewhat true
cs_FathDec;3;3;Certainly true
cs_FathDec;4;4;Don't know
cs_FathDec;5;5;Don't want to answer
cs_FamEat;1;1;None
cs_FamEat;2;2;1 or 2
cs_FamEat;3;3;3 - 5
cs_FamEat;4;4;6 - 7
cs_FamEat;8;8;Don't know
cs_FamEat;9;9;Don't want to answer
cs_GoWhere;1;1;Always
cs_GoWhere;2;2;Usually
cs_GoWhere;3;3;Sometimes
cs_GoWhere;4;4;Rarely (hardly ever)
cs_GoWhere;5;5;Never
cs_GoWhere;6;6;Don't go out in the evening
cs_GoWhere;8;8;Don't know
cs_GoWhere;9;9;Don't want to answer
cs_LimitSN;1;1;Never
cs_LimitSN;2;2;Sometimes
cs_LimitSN;3;3;Often
cs_LimitSN;4;4;Not allowed out / don't go out
cs_LimitSN;8;8;Don't know
cs_LimitSN;1;1;Don't want to answer
cs_TalkSch;1;1;Never
cs_TalkSch;2;2;Sometimes
cs_TalkSch;3;3;Often
cs_TalkSch;8;8;Don't know
cs_TalkSch;9;9;Don't want to answer
cs_Truant;1;1;Yes
cs_Truant;2;2;No
cs_Truant;3;3;Don't know
cs_Truant;1;1;Don't want to answer
cs_Truant1;1;1;For weeks at a time
cs_Truant1;2;2;For several days at a time
cs_Truant1;3;3;For particular lessons
cs_Truant1;4;4;Only the odd day or lesson
cs_Truant1;8;8;Don't know
cs_Truant1;9;9;Don't want to answer
cs_Truant2;1;1;Bullying
cs_Truant2;2;2;Bored
cs_Truant2;3;3;Just don't like school
cs_Truant2;4;4;Dont like particular teacher or teachers
cs_Truant2;5;5;Dont like particular lesson or subject
cs_Truant2;6;6;Something else
cs_Truant2;8;8;Don't know
cs_Truant2;9;9;Don't want to answer
cs_Truant3;1;1;Yes
cs_Truant3;2;2;No
cs_Truant3;3;3;Don't know
cs_Truant3;1;1;Don't want to answer
cs_Truant4;1;1;Every week
cs_Truant4;2;2;Once or twice a month
cs_Truant4;3;3;Less often than this
cs_Truant4;8;8;Don't know
cs_Truant4;1;1;Don't want to answer
cs_Names;1;1;Yes
cs_Names;2;2;No
cs_Names;3;3;Don't know
cs_Names;1;1;Don't want to answer
cs_ExcPal;1;1;Yes
cs_ExcPal;2;2;No
cs_ExcPal;3;3;Don't know
cs_ExcPal;4;4;Don't want to answer
cs_Money;1;1;Yes
cs_Money;2;2;No
cs_Money;3;3;Don't know
cs_Money;4;4;Don't want to answer
cs_ThHit;1;1;Yes
cs_ThHit;2;2;No
cs_ThHit;3;3;Don't know
cs_ThHit;4;4;Don't want to answer
cs_AcHit;1;1;Yes
cs_AcHit;2;2;No
cs_AcHit;3;3;Don't know
cs_AcHit;4;4;Don't want to answer
cs_YouBulN;1;1;Every day
cs_YouBulN;2;2;A few times a week
cs_YouBulN;3;3;Once or twice a week
cs_YouBulN;4;4;Once every two weeks
cs_YouBulN;5;5;Once a month
cs_YouBulN;6;6;Less often than this
cs_YouBulN;7;7;It varies
cs_YouBulN;8;8;Don't know
cs_YouBulN;9;9;Don't want to answer
cs_Cignow;1;1;Yes
cs_Cignow;2;2;No
cs_Cignow;3;3;Don't know
cs_Cignow;4;4;Don't want to answer
cs_CigFreq;1;1;I have never smoked
cs_CigFreq;2;2;I have only ever tried smoking once
cs_CigFreq;3;3;I used to smoke sometimes but I never smoke a cigarette now
cs_CigFreq;4;4;I sometimes smoke cigarettes now but I don't smoke as many as one a week
cs_CigFreq;5;5;I usually smoke between one and six cigarettes a week
cs_CigFreq;6;6;I usually smoke more than six cigarettes a week
cs_CigFreq;8;8;Don't know
cs_CigFreq;9;9;Don't want to answer
cs_AlcEver;1;1;Yes
cs_AlcEver;2;2;No
cs_AlcEver;8;8;Don't know
cs_AlcEver;9;9;Don't want to answer
cs_Alcmon;1;1;Yes
cs_Alcmon;2;2;No
cs_Alcmon;8;8;Don't know
cs_Alcmon;9;9;Don't want to answer
cs_AlcFreq;1;1;Most days
cs_AlcFreq;2;2;Once or twice a week
cs_AlcFreq;3;3;2 or 3 times a month
cs_AlcFreq;4;4;Once a month
cs_AlcFreq;5;5;Once every couple of months or
cs_AlcFreq;6;6;Less often?
cs_AlcFreq;8;8;Don't know
cs_AlcFreq;9;9;Don't want to answer
cs_CannInt;1;1;Press <Enter> to continue
cs_CannTry;1;1;Yes
cs_CannTry;2;2;No
cs_CannTry;3;3;Don't know
cs_CannTry;1;1;Don't want to answer
cs_Spray;1;1;Yes
cs_Spray;2;2;No
cs_Spray;3;3;Don't know
cs_Spray;4;4;Don't want to answer
cs_Smash;1;1;Yes
cs_Smash;2;2;No
cs_Smash;3;3;Don't know
cs_Smash;4;4;Don't want to answer
cs_Shop;1;1;Yes
cs_Shop;2;2;No
cs_Shop;3;3;Don't know
cs_Shop;4;4;Don't want to answer
cs_Fight;1;1;Yes
cs_Fight;2;2;No
cs_Fight;3;3;Don't know
cs_Fight;4;4;Don't want to answer
cs_CSCEnd;1;1;Press 1 and <Enter> to continue
cs_DWhoPre;1;1;No-one else in the room during self-completion
cs_DWhoPre;2;2;Mother/step-mother/female guardian
cs_DWhoPre;3;3;Father/step-father/male guardian
cs_DWhoPre;4;4;(Step-) brother(s)/sister(s)
cs_DWhoPre;5;5;Other adult relative(s)
cs_DWhoPre;6;6;Other child(ren) under 16
cs_DWhoPre;7;7;Other adult(s) including visitor
cs_DWhoPre;8;8;Someone else
cs_Care;1;1;Yes - in this household
cs_Care;2;2;No
cs_CaWho;1;1;Father/mother
cs_CaWho;2;2;Grandfather/mother
cs_CaWho;3;3;Brother/sister
cs_CaWho;4;4;Another adult related
cs_CaWho;5;5;Another adult - not related
cs_CaWho;6;6;Another child related
cs_CaWho;7;7;Another child - not related
cs_CareHr1;1;1;Yes
cs_CareHr1;2;2;No
cs_CareHr2;1;1;Once a week or more often
cs_CareHr2;2;2;Once or twice a month
cs_CareHr2;3;3;Less often than this
cs_Job;1;1;Yes
cs_Job;2;2;No
cs_FamSup;1;1;Yes
cs_FamSup;2;2;No
cs_TV;1;1;None or less than an hour
cs_TV;2;2;1 - 3 hours
cs_TV;3;3;4 - 6 hours
cs_TV;4;4;7 or more hours?
cs_TV;5;5;No TV in household
cs_HcomG;1;1;None
cs_HcomG;2;2;1 - 2 days
cs_HcomG;3;3;3 - 4 days
cs_HcomG;4;4;Most days (5 or more)
cs_PalHome;1;1;None
cs_PalHome;2;2;Once or twice
cs_PalHome;3;3;3 -5 times or
cs_PalHome;4;4;6 or more times?
cs_PalOut;1;1;None
cs_PalOut;2;2;Once or twice
cs_PalOut;3;3;3 -5 times or
cs_PalOut;4;4;6 or more times?
cs_Whofree;1;1;Go out somewhere with friends
cs_Whofree;2;2;Go round to a friend's house (or friends come round to mine)
cs_Whofree;3;3;Spend time with your family
cs_Whofree;4;4;Spend time with brother(s)/sister(s) or
cs_Whofree;5;5;Spend time by myself?
cs_Whofree;6;6;(None of these)
cs_Whothes;1;1;Friends of the same sex
cs_Whothes;2;2;Friends of the opposite sex
cs_Whothes;3;3;Mainly a mixed group or
cs_Whothes;4;4;Current boyfriends/girlfriends?
cs_ALei1;1;1;Played snooker, darts or pool
cs_ALei1;2;2;Took part in any kind of sport
cs_ALei1;3;3;Gone to see a football match or other sports event
cs_ALei1;4;4;Gone to an amusement arcade
cs_ALei1;5;5;Gone to a party, dance, nightclub or disco
cs_ALei1;6;6;Gone to a pub or bar
cs_ALei1;7;7;Gone to a cinema, theatre or concert
cs_ALei1;8;8;Played a musical instrument
cs_ALei1;9;9;All of these
cs_ALei1;10;10;None of these
cs_ALei2;1;1;Gone to a political meeting/march, rally or demonstration
cs_ALei2;1;1;"Done community work (such as helping elderly, disabled or other dependent people; cleaning up the environment; helping volunteer organisations or charities)"
cs_ALei2;3;3;Gone to a youth club or something like it (including scouts or girl guides)
cs_ALei2;4;4;Just hung around/messed about near to your home
cs_ALei2;5;5;Just hung around/messed about in the high street or the town/city centre
cs_ALei2;6;6;All of these
cs_ALei2;7;7;None of these
cs_Relig4;1;1;Yes
cs_Relig4;2;2;No
cs_Relig5;1;1;More than once a week
cs_Relig5;2;2;About once a week
cs_Relig5;3;3;Two or three times a month
cs_Relig5;4;4;About once a month or
cs_Relig5;5;5;Less than once a month?
cs_Relig5;6;6;Don't know
cs_Sport;1;1;Most days
cs_Sport;2;2;More than once a week
cs_Sport;3;3;Once a week
cs_Sport;4;4;Less than once a week
cs_Sport;5;5;Hardly ever
cs_Sport;6;6;Never
cs_Reads;1;1;Most days
cs_Reads;2;2;More than once a week
cs_Reads;3;3;Once a week
cs_Reads;4;4;Less than once a week
cs_Reads;5;5;Hardly ever
cs_Reads;6;6;Never
cs_ChildEnd;1;1;Press 1 and <Enter> to continue
cs_ChPre;1;1;No-one else in the room
cs_ChPre;2;2;Mother/step-mother/female guardian
cs_ChPre;3;3;Father/step-father/male guardian
cs_ChPre;4;4;(Step-) brother(s)/sister(s)
cs_ChPre;5;5;Other adult relative(s)
cs_ChPre;6;6;Other child(ren) under 16
cs_ChPre;7;7;Other adult(s) including visitor
cs_ChPre;8;8;Someone else
